,safe_tweet,label,agreement
8251,,1.0,1.0
8252,based chorus coughs pretty certain everyone train measles ebola,0.0,1.0
8253,cdc reports every person gets measles spread people nice,0.0,1.0
8254,idiots wont use condoms risky situations aids vaccine good start flu vaccine cant cover,1.0,1.0
8255,honestly rogue absorb poison immunity ivy pass poison control shows,0.0,1.0
8256,flu shots immunizations heb schools event week folks hursteulessbedford schools say,0.0,1.0
8257,vaccine prevent cervical cancer cases linked hpv time pass h protect children,1.0,1.0
8258,sides face vaccines public schools opposing sides vaccination bills butted heads tuesday,-1.0,0.6666666666666666
8259,request celebrities start measles vaccines awareness program pak,1.0,0.6666666666666666
8260,approves banning exemptions,1.0,0.6666666666666666
8261,seems need vaccinated foot mouth disease,0.0,0.6666666666666666
8262,measles case confirmed central indiana indianapolis ind july state health officials,0.0,0.6666666666666666
8263,sb new require meningococcal immunization school entry,0.0,1.0
8264,disease vaccine disease oh love vaccine,0.0,0.6666666666666666
8265,want measles,0.0,1.0
8266,breaking news babies northern california placed isolation possible exposure measles,0.0,1.0
8267,arrived ben franklin hs perform lets go,0.0,1.0
8268,facebook measles post goes viral canadian mothers facebook post speaking antivaccine activists,0.0,0.6666666666666666
8269,austerity vaccine crisis parasite pandemic potential drains life killing slowly,0.0,1.0
8270,now professor talking plague going come back vaccines kill babies government lies,1.0,0.6666666666666666
8271,measles contamination expands second location,0.0,0.6666666666666666
8272,kidding will seek immunity civil lawsuits somebody shoes mark omaras smug ass face disgusting face,0.0,1.0
8273,son autism born allergies food needs learn vaccines glyphosate interact,-1.0,0.6666666666666666
8274,one woman dead collin county flu immunized fluthe first flurelated death,0.0,1.0
8275,measles wake call issued baltimore,0.0,0.6666666666666666
8276,republicans start blaming obamacare measles outbreaks,0.0,0.6666666666666666
8277,flu vaccinated baptist express care clinic walmart,1.0,0.6666666666666666
8278,mmr playing south heaven nice,0.0,1.0
8279,hb new public finance whistleblower liberty fund act immunity award funds effective date,0.0,1.0
8280,believe early childhood vaccinations cause autism power baseless fear,1.0,0.6666666666666666
8281,im hoping someone injects botulism forehead tells us harmful vaccinations,1.0,0.6666666666666666
8282,new research demonstrates safe,1.0,1.0
8283,even question vaccinate kids,1.0,1.0
8284,vaccines prevent disease morons take sorry impatientlol,1.0,1.0
8285,measles im near disneyland,0.0,1.0
8286,know people dont want vaccinate themselvesbaby im babies whooping cough straight mother amp fatal,1.0,1.0
8287,vaccinations work dont know causes autism,1.0,1.0
8288,metro health dept picking mosquito traps day amp taking state lab west nile virus testing remember vaccinate horses,1.0,0.6666666666666666
8289,baby getting vaccine hate seeing cry,1.0,1.0
8290,exceptof course cases outbreak occurred bc people recently vaccinated got disease vaccine amp spread,-1.0,1.0
8291,still cant believe people think vaccination causes autism u shut ur mouth,1.0,1.0
8292,amnews whitmanwalker urges gay men meningitis vaccines whitmanwalker health friday urged gay,1.0,1.0
8293,vaccinating kids ltlt,-1.0,0.6666666666666666
8294,docs report first case years,0.0,1.0
8295,three msmumps measles midterms,0.0,1.0
8296,find man dreams years ago let go comes back life world lt love mmr,0.0,1.0
8297,average people complain live longer releasing tension increases immunity boosts healthuser,0.0,1.0
8298,confirmed measles person visited central floridabut apparently didnt come theme parks disneys offering free backs cms,0.0,1.0
8299,measles cases tied disneyland illinois day care health officials say number us measles cases,0.0,1.0
8300,weve got black tri triple male available vet vaccinated health,0.0,1.0
8301,cdc propaganda agency drug companies neurosurgeon exposes vaccines cdc fda scien,0.0,0.6666666666666666
8302,ridiculous people jeopardized children vaccinating thier,1.0,1.0
8303,vaccine dose disease helps make us immune real thing god uses problems amp pain protect us way,1.0,1.0
8304,thats theres link vaccines autism,1.0,1.0
8305,group children pittsburgh pa receive st injections new polio vaccine developed dr jonas salk,1.0,0.6666666666666666
8306,reading newborn screening immunizations,0.0,1.0
8307,great psa remember time got polio dontget bleep kid vaccinated,1.0,1.0
8308,remember immunization hypothesis autism strep throat,0.0,0.6666666666666666
8309,wow grandma told looks measles,0.0,1.0
8310,doctors warn measles outbreak us resurgence measles us put illinois doctors alert,0.0,1.0
8311,difficult find treatment viral diseases vaccination maybe tremendous amount work,1.0,1.0
8312,benefits music stress relief boost immunity reduce heart disease enhances emotional strength boost self esteem,0.0,1.0
8313,got measles disneyland,0.0,1.0
8314,close eradicating measles polio,1.0,0.6666666666666666
8315,africans die ebola world says cure americans fall ill disease vaccine pops,0.0,0.6666666666666666
8316,measles stater bros always use antibacterial wipes cart sick people stay home ugh,0.0,1.0
8317,mmr shot lads mmr shot,1.0,1.0
8318,took advantage free childrens immunizations thurston county gives year way go,1.0,1.0
8319,sure need better health care need help heal children vaccines fight illnes,1.0,1.0
8320,around real niggas week,0.0,1.0
8321,wonder many measles cases tracked back undocumented,0.0,0.6666666666666666
8322,amnews toronto public health recommending vaccine gay bisexual men ongoing outbreak,0.0,0.6666666666666666
8323,sb update child protective services providing definitions immunity liability e,-1.0,0.3333333333333333
8324,mercury vaccines pointing article journalistic malfeasance socially irresponsible,1.0,1.0
8325,california bound time tomorrow really excited,0.0,1.0
8326,law unintended consequences congress brought measles back via,0.0,1.0
8327,radio will host week live follow,0.0,1.0
8328,lake county patient suspected measles,0.0,1.0
8329,btw half affected measles outbreak young vaccinated vaccinate protect cant,1.0,1.0
8330,kristin cavallari refuses vaccinate kids autism concerns,0.0,1.0
8331,vaccinate mtuser wise letter vaccines roald dahl lost daughter olivia measles,1.0,1.0
8332,luke greeves red cross partners vaccinated billion kids measles,1.0,1.0
8333,measles case reported colorado denver ap first case measles colorado,0.0,1.0
8334,america epid another attempt liberal media creating story unvaccinated alien,-1.0,0.6666666666666666
8335,find dont vaccinate kids dont live third world will slap face,1.0,1.0
8336,day psych learned u develop schizophrenia urparents gettin flumeasles ur pregnant leave amanda alone,0.0,1.0
8337,interesting article small phase utilized modified measles strand treat myeloma,0.0,1.0
8338,rylans check vaccinations childrens health center west reading pa w,1.0,1.0
8339,b list celebrity told moms let kids vaccines wind adult whooping cough avoided years ago,1.0,1.0
8340,believe vaccines cause autism mentally incompetent period,1.0,1.0
8341,uc mandate vaccines incoming students university california citing widespread measles,0.0,0.6666666666666666
8342,friday night astro mmr,0.0,1.0
8343,measles epidemic rise heres need know,1.0,1.0
8344,bill gates polio vaccine program caused cases paralysis death fucked,-1.0,1.0
8345,prob wont vaccinate kid well good luck polio,1.0,0.6666666666666666
8346,tarrant county student immunization information fort worth cbsdfwgtcom school districts across north texas,0.0,1.0
8347,cnn mom family refused vaccination put baby quarantine,1.0,0.6666666666666666
8348,today writes childhood vaccines shouldnt luxury help give kids,1.0,0.6666666666666666
8349,measles scare ny,0.0,1.0
8350,doctors parents may contributing rise measles abc news news,-1.0,0.3333333333333333
8351,hey im celebrating getting children vaccinated,1.0,1.0
8352,vaccinating children better mothers day gift,1.0,1.0
8353,fact vaccinations mandatory school nshit makes trust,-1.0,0.6666666666666666
8354,americans killed police six american killed measles zero,0.0,0.6666666666666666
8355,person measles framingham restaurant individual confirmed case measles,0.0,1.0
8356,sorry buying hype flu vaccines actually bad health carcinogens galore,-1.0,1.0
8357,people ny boston subjected measles bowl village,0.0,1.0
8358,amazed debate whether vaccinate disease talking ebola,1.0,1.0
8359,said interviewed maybe go back labs amp rework vaccines,-1.0,0.6666666666666666
8360,two experimental ebola vaccines pass safety test geo news pakistan,0.0,1.0
8361,dont measles,0.0,0.6666666666666666
8362,dont watch news dont want know measles outbreak ohio,0.0,0.6666666666666666
8363,isolated measles outbreaks much worse people stop vaccinating kids people die game,1.0,1.0
8364,u supporter democracy censoring gary null vaccine safety efficacy whos calling shots now,-1.0,0.6666666666666666
8365,dad measlies mean measles oh,0.0,1.0
8366,contrary popular belief every child born s autism antivaccination movement stop,1.0,1.0
8367,oh great now american healthcare system trouble even vaccinating children,1.0,0.6666666666666666
8368,rt hearing rumors childhood vaccines great sciencebased web site answers common questions,1.0,0.6666666666666666
8369,nc aiming require meningitis vaccine school north carolinas public health rulemaking body closing,1.0,0.6666666666666666
8370,ill bet believe vaccinated babies doesnt anything gut amp autism mercy toodles,0.0,0.6666666666666666
8371,ca commuters students warned might measles cnn simply sitting train classroom,0.0,1.0
8372,cant say enough parents refuse vaccinate children charged child abuse,1.0,1.0
8373,hidden truth drs amp patients testimonialsurl via,-1.0,0.3333333333333333
8374,mmr needed now twice money daughter got meningitis vaccine next day couldnt walk,-1.0,1.0
8375,want people wear deodorant vaccinate kids,1.0,1.0
8376,california mandatory school vaccination bill stalls amid angry debate california vaccination bill,0.0,0.6666666666666666
8377,im gonna say dont vaccinate ur bad parent parent protects child helps grow,1.0,1.0
8378,people say child isnt risk disease wo vaccinations dont use toilet seat covers everyone,1.0,1.0
8379,look got measles shit,0.0,1.0
8380,bet person exposed super bowl fans measles giants fan,0.0,1.0
8381,use now got measles disney used scary place,0.0,0.6666666666666666
8382,gilroy costco says shoppers may exposed measles,0.0,0.6666666666666666
8383,face palm rt tea party bs rt tx senate health chief opposes bill limit vaccine exemptions,1.0,0.6666666666666666
8384,passionate got vaccine pertussis granddaughter born kids hib study kaiser,1.0,1.0
8385,jennifair,0.0,1.0
8386,think dying sspe encephalitis brain isnt scary,1.0,1.0
8387,know youre s kid vaccinations mandatory one class got measles,1.0,0.6666666666666666
8388,wow although veterinary vaccines much lower safety profile human still,-1.0,0.3333333333333333
8389,active measles africa asia americas,0.0,1.0
8390,recently got tetanus shot amp meningitis vaccination school insurance covers lol,1.0,1.0
8391,cdc seems demonstrating gross incompetence meningitis story seems setting another vaccine,-1.0,0.6666666666666666
8392,ive got breaking dead walter white walkerbut super walker talk stuffand vaccine save survivors,0.0,1.0
8393,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
8394,hope mmr booster recently enjoy house mouse id see movie tomorrow,1.0,0.6666666666666666
8395,last vaccine mmr elementary school nurses oma held,0.0,0.6666666666666666
8396,important swfl families protect families measles virusive got answer coming ten minutes,0.0,1.0
8397,dont kids vaccinated im going want dead,0.0,1.0
8398,people ur job muslims dont vaccinate kids travel abroad,0.0,0.6666666666666666
8399,send letter senate letting know sb public health vaccinations,1.0,1.0
8400,nyc health department gotta mmr shotsi hate needles im nervous af,1.0,0.6666666666666666
8401,harnessing rigi innate immunity promote selective killing reactive hiv reservoir cells,0.0,0.6666666666666666
8402,measles progressive thinking parents kid ill fucking lose,1.0,1.0
8403,malaria vaccine shows promise study experimental malaria vaccine tested children burkina faso,1.0,1.0
8404,mississippi leading nation good way,1.0,0.6666666666666666
8405,parents chose vaccinate children thought best now know yes,1.0,1.0
8406,rd case measles confirmed clallam county officials confirmed one three patient samples tested,0.0,0.6666666666666666
8407,uc will require measles vaccination incoming students,0.0,1.0
8408,many younger amp gen experienced devastating efx diseases,1.0,1.0
8409,juss got vaccines must b cranky hours n ill b baby,1.0,0.6666666666666666
8410,musnt forget congressional hearings abt mmr autism gave theory legs,1.0,0.6666666666666666
8411,measles roughly times contagious ebola lets keep perspective,0.0,0.6666666666666666
8412,video shoot makeup breakup lets go,0.0,0.6666666666666666
8413,vaccines prevent diseases cure whoa,0.0,0.6666666666666666
8414,outbreak southlands vaccination mandatory,1.0,0.6666666666666666
8415,soaring paradise im closing eyes mmrsolodolo,0.0,1.0
8416,im thankful sister family dog oliver wednesday night dinners mmr jimmy days,0.0,1.0
8417,link,-1.0,1.0
8418,live county laws designed preserve society choose vaccinate child consequences,1.0,1.0
8419,ive vaccinated mmr ive blood tests amp im immune rubella,-1.0,0.3333333333333333
8420,parents dont vaccinate children got feeling way,1.0,1.0
8421,suspected lake county il measles case lab results come back negative,0.0,1.0
8422,bottom line measles eradicated us now back vaccinated,1.0,1.0
8423,another suburban measles case brings illinois total another suburban cook county child confirmed,0.0,1.0
8424,omg hate part took vixen back vaccines hear cry well may cry scared,1.0,0.6666666666666666
8425,didnt vaccinated child,0.0,0.6666666666666666
8426,know youre true s kid vaccinations mandatory one class got measles,1.0,1.0
8427,hb engross public health safety providing immunity prosecution drugrelated offenses ce,0.0,1.0
8428,beg immunize children,1.0,0.6666666666666666
8429,world shift one disease true,0.0,1.0
8430,rt youngest pt tx measles outbreak mos old pts unvaxd others records,0.0,0.6666666666666666
8431,hey right choose want kids vaccinated rights body youre woman america,0.0,1.0
8432,bill force parents vaccinate school children stalls controversial bill eliminate right,0.0,0.6666666666666666
8433,az confirms additional cases measles additional community exposures identified,0.0,1.0
8434,parma high place free blow jobs behinds stairs amp catch measles,0.0,0.6666666666666666
8435,lol amp dont scared ill give immortality vaccine will never die,0.0,1.0
8436,watching first time im absolutely love,0.0,1.0
8437,reason measles mumps outbreaks country wtf wrong w people specifically parents vacinate,1.0,1.0
8438,come media hasnt asked caused outbreak theyd rather message blame conservatives,0.0,1.0
8439,true giant pids dr sam katz one measles vaccine creators providing insights measles,1.0,0.6666666666666666
8440,vaccines dont deliver invest health systems argues,1.0,0.6666666666666666
8441,vaccinate children ignorant hippies yes please,1.0,1.0
8442,called irs scandal charadegranting immunity lerner allow speak sure hell dont want,0.0,0.6666666666666666
8443,aids n biosantech reports hiv vaccine candidate safe scientists biosantech co private company based,1.0,0.6666666666666666
8444,stop blaming first now diseasesbrought ancestors,0.0,0.6666666666666666
8445,cdc highest number us measles cases first five months year,0.0,0.6666666666666666
8446,kid got measles dad got caught grammar nazis,1.0,0.6666666666666666
8447,ill rather little vaccination ignore poor innocent children,1.0,1.0
8448,franklin park urgent care calling people visited may exposed,0.0,0.6666666666666666
8449,sweden teach america measles vaccinations,1.0,0.6666666666666666
8450,researching immunizations research paper one article says cause permanent death good example bad source,1.0,1.0
8451,dont stupid ask ingredients,-1.0,0.6666666666666666
8452,measles sense mean wish happy birthday people hate,0.0,1.0
8453,victor vaccine beats meal old measles cdc david j spencer cdc museum,1.0,1.0
8454,go catch measles literally want nothing anti vaxxer innocent children hurt grow,1.0,1.0
8455,dallas county health amp human services dallas tx,1.0,1.0
8456,bout drop hottest vaccine piper high school brace,1.0,0.6666666666666666
8457,measles outbreak ridiculous preventable vaccinate freaking kids people,1.0,1.0
8458,whatever happened ebola killing everybody vaccine propaganda,0.0,0.6666666666666666
8459,vaccines color blue devil will screw kids liking status relationship,-1.0,0.6666666666666666
8460,one places left flu vaccines getting mine today safeway,1.0,0.6666666666666666
8461,drivethru vaccinations kidding,-1.0,0.3333333333333333
8462,break really antivax community vaccine,-1.0,0.6666666666666666
8463,chicagoarea measles cases put spotlight day care centers,0.0,1.0
8464,common sensethose dont vaccinate children regard kids friends childrens friends amp society atlarge bam,1.0,1.0
8465,mom got vaccinated understood diseases,1.0,1.0
8466,measles spreading framingham im brining son anywhere hes vaccinated yet,1.0,0.6666666666666666
8467,love say choice whether immunize refuse kids taken,-1.0,1.0
8468,please note us measles outbreak hospitalized didnt catch hospitalized people,0.0,0.6666666666666666
8469,listen ur doc miaour bodies dvlop immunity thru grmsin sampsrich kids likely get polio thn poorbc homes clnr,0.0,0.6666666666666666
8470,shout billet mom saving lives daily surviving measles navy,0.0,1.0
8471,hb new health immunizations exemptions immunization requirements expand statements exemption,1.0,0.6666666666666666
8472,kidding vaccinate children rt now least confirmed measles cases bay area,1.0,0.6666666666666666
8473,now mixmasterrods upstairs lounge,0.0,1.0
8474,st measles death us washington state health officials say measles caused death woman,0.0,1.0
8475,hearing measles bart im bart fuck,0.0,1.0
8476,bet asked cool bandaids group health anderson,1.0,0.6666666666666666
8477,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
8478,back mean w,0.0,1.0
8479,resurgence measles infection among young children vaccinations safe amp lifesaving via,0.0,0.6666666666666666
8480,physicians,1.0,0.6666666666666666
8481,kids care clinic boosts high rate vaccinations measles outbreak big concern parents children,1.0,0.6666666666666666
8482,dont let tb spread vaccinate kids young age,1.0,1.0
8483,next will mandatory vaccinated cat children,-1.0,0.3333333333333333
8484,good oregon considers banning vaccine exemptions,1.0,0.6666666666666666
8485,update tarrant co health dept says cases second week sept outbreak likely total cases far,0.0,1.0
8486,live health dept residents alerted confirmed measles case public exposure,0.0,1.0
8487,illegal aliens may blame recent measles outbreak,0.0,1.0
8488,dont vaccinate children home school,1.0,1.0
8489,people faithhealing community ny diagnosed measles refusing vaccinations come now,1.0,1.0
8490,nothing frustrates people refuse childrens crucial vaccines,1.0,1.0
8491,measles reappeared nyc,0.0,0.6666666666666666
8492,one gets measles,0.0,1.0
8493,local pediatrics office wont take patients arent vaccinated measles details,0.0,0.6666666666666666
8494,awww thank doubt side ma,0.0,1.0
8495,must sick joke joke sicker chicken pox measles pneumonia mixed together,0.0,1.0
8496,thank dispelling dangerous stupid superstitions vaccinate children,1.0,1.0
8497,school measles whooping cough spreading school never got,1.0,0.6666666666666666
8498,kills thousands year making comeback parents refuse,1.0,1.0
8499,natural parents safety vaccines wall false facts questioning okamp research shows vaccines safe amp necessary,1.0,0.6666666666666666
8500,wealthy communities tend higher rates nonvaccinated kids poor communities tend vaccinated,1.0,1.0
8501,flu shot according lane county public health immunization rate low oregon whole,0.0,0.6666666666666666
8502,police request mmr home immediatelyofficer holding pressure gunshot head rosebush rd five miles west meridianuser,0.0,1.0
8503,finna hit usc amp benedict college columbiana centre mall,0.0,1.0
8504,due resistance cases us hit year high,0.0,0.6666666666666666
8505,send kid school without vaccines,1.0,1.0
8506,im vaccinationsbut making law tell people put childrens bodies thats unethical,1.0,0.6666666666666666
8507,first mumps now measles le sigh,0.0,1.0
8508,sick reading autism awesome articles provaccinationists u know whats awesome autism,-1.0,1.0
8509,exercise inoculates brain comes stress similar vaccines exercise battle stressors life,-1.0,0.3333333333333333
8510,maybe administered vaccines started ivs wouldnt fear needles anymore maybe,1.0,1.0
8511,rt riders warned possible exposure passenger tests positive,0.0,0.6666666666666666
8512,measles outbreak vaccinate vaccinate potential affect thousands recent outbreak,0.0,1.0
8513,carlsbad california high school film class nails heres trailer hs students made,1.0,0.6666666666666666
8514,docs parents kids vaccinated measles pediatricians baltimorearea hospitals citys,1.0,1.0
8515,propose solution measles epidemic professor wants creativity didnt say ethical humane,0.0,1.0
8516,im tired seeing children die things prevented us,1.0,0.6666666666666666
8517,arizona monitoring hundreds measles linked disneyland,0.0,1.0
8518,lawampordersvu episode currently infant dies due mom refusing vaccinate work,1.0,1.0
8519,real reason kids arent getting vaccines isnt parents antivaccines,0.0,1.0
8520,said will living breathing measles dissertation done awkward pub health faux pas,0.0,1.0
8521,new hobby average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
8522,parents infants concerned latest measles outbreak parents indiana tell eyewitness news theyre,0.0,0.6666666666666666
8523,reaches cases cases reported state,0.0,1.0
8524,say california department public health immunization branch,0.0,1.0
8525,researching nyc measles outbreak brain visualizing articles game pandemic tell,0.0,0.6666666666666666
8526,meet right now escape,0.0,1.0
8527,amid growing vaccination debate measles continues spread now new york state via,0.0,1.0
8528,hey whackos vaccinate kids,1.0,1.0
8529,measles case confirmed plano isd school,0.0,1.0
8530,im trying see side wouldnt want child vaccinated,1.0,0.6666666666666666
8531,state health officials push flu vaccinations flu arrived maryland cases arent widespread,0.0,0.6666666666666666
8532,horrorgtneurotoxic vaccines,-1.0,0.6666666666666666
8533,guys missed tom bradys post game speech instead saying going disneyland said go vaccinate children idiots,0.0,0.6666666666666666
8534,vaccinate children parents christie buffoon shit necessary fuck,1.0,0.6666666666666666
8535,measles disney land luckily im disney world lol disney petri dish,0.0,1.0
8536,kids young sick vaccination will first ones dumb ass beliefs,1.0,0.6666666666666666
8537,kid immunity enhancing facility,0.0,1.0
8538,never say didnt said kills brain cells gb polio vaccine paralyzed tens thousands im saying,-1.0,1.0
8539,people complain live longer releasing tension increases immunity improves overall health ill die,0.0,1.0
8540,lawyer wants oakland county judge order measles shots children judge decide whether order four,0.0,0.6666666666666666
8541,shots community health center central wyoming,1.0,0.6666666666666666
8542,dont wish harm anyone kid gets measles youre anti vax idiot relish pain,1.0,1.0
8543,bad parent child vaccinated child breastfed child eat organic fine,1.0,0.6666666666666666
8544,chemist crime lab scandal worked umass vaccine lab annie dookhan known annie khan worked,0.0,0.6666666666666666
8545,measles talk,0.0,1.0
8546,called meningitis called hib vaccine measlesmumpschicken poxtetanus whooping coughlist goes,0.0,0.6666666666666666
8547,attending joint committee health topic vaccinationsimmunizations amp lack exemption wv,0.0,0.6666666666666666
8548,compare vaccination holocaust thats craziest thing eva man even kids,1.0,1.0
8549,vaccine policy change likely lower michigan waivers health experts hope monthold change michigans,0.0,0.6666666666666666
8550,nah lol think mmr makes pretty badass stuff along manley good brands,0.0,1.0
8551,think parents rather child die measles take risk deal special needs child,1.0,1.0
8552,ta goes reagan antivaccination nuts walking dead yells honey badger ends class early,0.0,0.6666666666666666
8553,guys realize need vaccinated keep spread expanding,0.0,0.6666666666666666
8554,kansas missouri rank bottom half states mmr vaccination rates,0.0,1.0
8555,dare dismiss vaccine injured child,-1.0,1.0
8556,thanks mt measles cases ohio may cases per day week,1.0,1.0
8557,now magical place earth measles vaccinate children people stay home yes choice,1.0,0.6666666666666666
8558,immunization clinic pm come joins immunizations date west ridge middle school,1.0,1.0
8559,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
8560,parents choice vaccinate kids let measles die,1.0,1.0
8561,wonder disneyland measles look hidden mickeys,0.0,1.0
8562,thing sister refuses vaccinate thinks government poison,0.0,0.6666666666666666
8563,pretty cool website antivaccine movement keep mind start kids,-1.0,0.6666666666666666
8564,brothers wife told us needed pertussis vaccine come see baby couldnt,0.0,0.6666666666666666
8565,thing parents vaccinate kids wyd,1.0,1.0
8566,current cases attributable travel countries w measles measles longer endemic usa,0.0,1.0
8567,reason measles thing dumbass people thinking vaccinations brainwashing giving autism,1.0,1.0
8568,,0.0,1.0
8569,neck sick got measles,0.0,1.0
8570,niggas sick measles,0.0,1.0
8571,science clear earth round sky blue lets protect kids,1.0,1.0
8572,babies getting brain bleedsare vaccine fears blame via,-1.0,0.3333333333333333
8573,adore bill banning personal belief exemption vaccinations bc sometimes unfounded personal belief doesnt mean anything,1.0,1.0
8574,protect family given vaccine school protection measles virus around,1.0,0.6666666666666666
8575,baltimore county investigating possible measles case baltimore county department health investigating,0.0,1.0
8576,nintendo still thoroughly convinced competitive game mmr settings rule voting,0.0,1.0
8577,culpa del mmr d por tame enchinchando el pico mi tierra,0.0,1.0
8578,people vaccinated measles urged avoid disneyland,0.0,0.6666666666666666
8579,revised authoritative guide vaccine legal exemptions recommended rt,0.0,0.6666666666666666
8580,patrons berkeley public library branches potentially exposed measles person possible case,0.0,1.0
8581,measles prevax still remember misery years ago vax godsend pls believe dont condemn single child,1.0,1.0
8582,wait true come people us getting measles oh wait vaxd,1.0,0.6666666666666666
8583,antivax childrens book pretends measles marvelous,1.0,0.6666666666666666
8584,measles contagious person people nearby will infected protected,0.0,1.0
8585,yes people listen adam everyone needs good health insurance annual check ups vaccines amount things free,1.0,1.0
8586,sixday delay letting plano isd parents know measles case,0.0,0.6666666666666666
8587,find interesting read black seeds immunity known cure disease death,0.0,1.0
8588,rt antivaccine movement wrong dismiss dangers measles,1.0,0.6666666666666666
8589,sale today,0.0,1.0
8590,dr nancy snyderman comments measles outbreak want parents little afraid exvuse,1.0,1.0
8591,shouldnt vaccinate kids,-1.0,0.6666666666666666
8592,gross incredibly stupid rt antivaccine movement giving diseases nd life,1.0,0.6666666666666666
8593,pharmaceutical companies want money nigeria done said vaccine red cross got disease wake fam,-1.0,1.0
8594,measles still kills kids day may making comeback,0.0,1.0
8595,v c c n e s passport health la,1.0,1.0
8596,oh playboy bunny tells vaccinate kids im gonna listen cant smart need show tits live,1.0,1.0
8597,believe im fully aware u aware amount mercury vaccines injected new borns x fda appr,-1.0,1.0
8598,city health commissioner addresses measles,0.0,1.0
8599,thousands ebola vaccine doses coming months,-1.0,0.3333333333333333
8600,child porn measles outbreak amp coverup whoa,0.0,1.0
8601,yolo county offer clinics meet school requirement whooping cough immunization,1.0,1.0
8602,kid lived wouldnt happen none happened skipped vaccine,-1.0,0.6666666666666666
8603,people complain live longer releasing tension increases immunity improves overall health ima,0.0,1.0
8604,health department urges selfreporting second case,0.0,1.0
8605,ten cuidao potencia mire mmr d kien yo hablo esta en twitter baboso,0.0,1.0
8606,omg flu vaccine killing mend miss big sis sooo much im sad thinkin u always chicey b whitfield,-1.0,0.3333333333333333
8607,averagepeople complain live longer releasing tension increases immunity boosts healthuser,0.0,1.0
8608,research hard ignore vaccines trigger autoimmunity laundry list diseases,-1.0,1.0
8609,camp cutest california,0.0,1.0
8610,im referring specifically mmr vaccine yes vaccinated living areas high risk,0.0,0.6666666666666666
8611,sad measles cases course thousands aes avoided genetic test,0.0,0.6666666666666666
8612,dreamt measles epidemic passed,0.0,1.0
8613,amp video misinformation top bottom dorit reiss,1.0,1.0
8614,breaking entire new england patriots team contracted measles disney world,0.0,1.0
8615,immunizations africaaaaaaa department public health,1.0,1.0
8616,please protect lyme disease read control,1.0,1.0
8617,flashback un halts syrian vaccination program dozens children die,0.0,1.0
8618,opinion editorial vaccination remains best defense vs measles virus,1.0,0.6666666666666666
8619,trend vaccinating kids needs stop seriously stupid say,1.0,1.0
8620,damn son got measles,0.0,1.0
8621,metro health urges protect measles shame parents,0.0,0.6666666666666666
8622,writer decided entire panthers team measles happened pee wee hockey,0.0,1.0
8623,mmr,0.0,1.0
8624,mickey minnie measles nine disneyland tourists recent visitors disneyland left fabled theme,0.0,0.6666666666666666
8625,school forms regarding vaccination lame fill wants help dev vaccinationrecordscom,1.0,0.6666666666666666
8626,girl next probably thinks im planning kill someone considering im googling death vaccinations,0.0,0.6666666666666666
8627,id hope latest measles outbreak will change minds antivaxxers chances slim,1.0,1.0
8628,either measles vaccine id german measles mom couldnt remember antibody test amp show,1.0,0.6666666666666666
8629,vaccine safety side effects kids found,-1.0,0.3333333333333333
8630,driving th month old stabbed cant find better way vaccinations stabbing happy babies leg ft needles,1.0,0.6666666666666666
8631,skipping snoogooin jonathan root part weasels gotten measles last,0.0,1.0
8632,measles outbreak expands san bernardino county,0.0,1.0
8633,tho dont measles t yet,0.0,1.0
8634,dont vaccinate kids unfit parenting,1.0,1.0
8635,rabid cats capture leads vaccination reminder baltimore county department health officials said theyve,1.0,0.6666666666666666
8636,vaccine injury compensation program thank lord won,0.0,0.6666666666666666
8637,scary hoping vaccinates kids amp safe,1.0,1.0
8638,vaccine horrors medical mutilation children exposed graphic photos safe vaccines gone horribly wrong,-1.0,1.0
8639,measles outbreak reported nc counties public health officials nc department health human,0.0,1.0
8640,sorry folks missing mmr tonight got blues,0.0,1.0
8641,tryna catch measles disneyland wont go work,0.0,1.0
8642,theres way safer personally dont understand fear vaccines especially comparison,1.0,1.0
8643,silvito el libre combo vaccine causes autism son elijah taken state wife diagnosed,-1.0,1.0
8644,thats matter opinion honestly theres one way keep baby healthy grows,1.0,1.0
8645,running late make kids look good pics bad audits office today lab vaccine,0.0,1.0
8646,complex problem less evidence gmo food safe vaccines ok,0.0,1.0
8647,never scratches self omg hope dont measles,0.0,1.0
8648,well said need vaccine pencil pushers create testing testing interrupt children learning,0.0,0.6666666666666666
8649,huh measles outbreak threatens polarize weaken social consensus favor vaccination,1.0,0.6666666666666666
8650,indexing chicago death records measles cholera diphtheria pneumonia especially kids antibiotics,1.0,0.6666666666666666
8651,realize vaccines worked eradicate disease yearsif explain smallpox,1.0,1.0
8652,wanted opportunity bad bitch immunity keep safe snakes,0.0,0.6666666666666666
8653,spot measles workplace first think coldyou watery eyes runny nose,0.0,1.0
8654,shes fine ear infection antibiotics tick bite blood drawn vaccinations poor baby,1.0,0.6666666666666666
8655,suppose theyll blame people arizona may exposed measles,0.0,1.0
8656,rash cases traced nvm im going today,0.0,1.0
8657,kids will thank polios return near eradication prompts global health warning,1.0,1.0
8658,nine visitors infected measles happiest place,0.0,1.0
8659,mt highly contagious almost always preventable,1.0,0.6666666666666666
